Year,Link,Publisher
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085918712&doi=10.1016%2fj.meegid.2020.104390&partnerID=40&md5=671bd8d33a7dea10eef22e95dc0c8eba","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086001510&doi=10.1016%2fj.cca.2020.05.049&partnerID=40&md5=4125c3e40bf2cd69508d15eab626d264","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085493059&doi=10.29333%2fejgm%2f8233&partnerID=40&md5=7918e5d6b99816d1f1747d543a499397","Modestum Ltd."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083516746&doi=10.1016%2fj.gsd.2020.100400&partnerID=40&md5=c289261870efcdcfddaad55e3b76a475","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086134809&doi=10.1016%2fj.meegid.2020.104386&partnerID=40&md5=01cecee98ee7e407ec6a3c048cc75c64","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085761132&doi=10.1016%2fj.mehy.2020.109862&partnerID=40&md5=9e471f758b8d455a11fe1102bdb485bb","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086161556&doi=10.1016%2fj.meegid.2020.104389&partnerID=40&md5=5aa4cf39f455004877e32bbee22071ce","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085985598&doi=10.1016%2fj.ijbiomac.2020.05.239&partnerID=40&md5=0c2a386aa36955d0d4da42dec94110c3","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085910799&doi=10.1016%2fj.pep.2020.105686&partnerID=40&md5=8ab8e1c42348dbe2326b84e07e0d896e","Academic Press Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617732&doi=10.1016%2fj.meegid.2020.104330&partnerID=40&md5=03dcce739ca4bdfc434055c8d124ad10","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085772742&doi=10.1016%2fj.meegid.2020.104387&partnerID=40&md5=f06e1a8c7e823eb6cb41e008b836917e","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085971703&doi=10.1016%2fj.bios.2020.112356&partnerID=40&md5=5698882f5f6fc776faa3ed6fecbb5bbb","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086109230&doi=10.1016%2fj.cca.2020.05.050&partnerID=40&md5=5dfa61bbbdc928e87911e15025d2681d","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084793390&doi=10.1016%2fj.clinimag.2020.05.013&partnerID=40&md5=da0b4edb0a199041f701b7a0d95370f0","Elsevier Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085471808&doi=10.1016%2fj.mehy.2020.109843&partnerID=40&md5=e97c420b21868daf8a8960392c82ec66","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085919268&doi=10.1016%2fj.cca.2020.06.002&partnerID=40&md5=9fce4cdd91222662b1756de083e5081b","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085304655&doi=10.1016%2fj.ijbiomac.2020.05.184&partnerID=40&md5=b94134fe49cccad6307632d4c10cb4df","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085529838&doi=10.29333%2fejgm%2f8232&partnerID=40&md5=b2dbb625271973aaf361d4745b79b597","Modestum Ltd."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085763789&doi=10.1016%2fj.jcrc.2020.05.017&partnerID=40&md5=5f0acedbe802cb197054cc3f3bb7395f","W.B. Saunders"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085583076&doi=10.1016%2fj.mehy.2020.109882&partnerID=40&md5=2f2fd73476c920b1a81d75f11e2b1248","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085692895&doi=10.1016%2fj.mehy.2020.109904&partnerID=40&md5=a7508617fd10f6f07d0d6290b0d6d08f","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085770789&doi=10.1016%2fj.mehy.2020.109907&partnerID=40&md5=72d2f937e34cfd1307645a780a543b42","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085287139&doi=10.1016%2fj.mehy.2020.109866&partnerID=40&md5=d03a405107d66e359595d958a5a9f678","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085283096&doi=10.34172%2fjnp.2020.37&partnerID=40&md5=e762662ac519663af1a52ee9f2bd7113","Society of Diabetic Nephropathy Prevention"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085762116&doi=10.1016%2fj.mehy.2020.109906&partnerID=40&md5=7042cd459d95d9584cd296592e4225d6","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086147920&doi=10.1016%2fj.maturitas.2020.06.003&partnerID=40&md5=fe8f85a79bb219bd759a2f3a0807c0d6","Elsevier Ireland Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085978505&doi=10.1016%2fj.mehy.2020.109858&partnerID=40&md5=a26e4860797672d7eb81070f64344065","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085840324&doi=10.1016%2fj.bios.2020.112349&partnerID=40&md5=08ad63a06f288590dfa9efef24819ab6","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085758837&doi=10.1016%2fj.meegid.2020.104384&partnerID=40&md5=350a72c64d78dc304d80457cb55f0050","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085742562&doi=10.1016%2fj.mehy.2020.109886&partnerID=40&md5=c94066c2d43c6b73a4c29112819980f5","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085562769&doi=10.1016%2fj.scitotenv.2020.139806&partnerID=40&md5=2cce70ff7175887b434146a38e9e8c7b","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085285064&doi=10.34172%2fjnp.2020.31&partnerID=40&md5=74b1007c244d0e70a83688220b9136fc","Society of Diabetic Nephropathy Prevention"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085253684&doi=10.34172%2fjnp.2020.33&partnerID=40&md5=e48b3fa1e2136aef1f83e0c5a59b1512","Society of Diabetic Nephropathy Prevention"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085929650&doi=10.1016%2fj.mehy.2020.109884&partnerID=40&md5=ec0019ea725a5449aba033eaea61cafa","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085163444&doi=10.1016%2fj.mehy.2020.109856&partnerID=40&md5=24d9c9ec5684e79f75e1f9b825e09e1a","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085296023&doi=10.1016%2fj.mehy.2020.109877&partnerID=40&md5=3c3b3a8ef6db875cad31aad649ee4b0d","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085176477&doi=10.1016%2fj.mehy.2020.109878&partnerID=40&md5=66d2f1249c1ae21e70d85e425736428d","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084861488&doi=10.1016%2fj.jclinane.2020.109877&partnerID=40&md5=8eefb7066e8f05c7b45ed2010000fec5","Elsevier Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084843537&doi=10.1016%2fj.jclinane.2020.109882&partnerID=40&md5=8c4cc48d101de9d39c6f272860e61c9d","Elsevier Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085368269&doi=10.1016%2fj.mehy.2020.109881&partnerID=40&md5=f78a7e6a183ef1344e66b5312fbea832","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085583669&doi=10.1016%2fj.mehy.2020.109883&partnerID=40&md5=11985f85ba4954dc318d23c914db568a","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085281896&doi=10.34172%2fjnp.2020.34&partnerID=40&md5=f3ab59dc6213ca4dd06f88d715d84a50","Society of Diabetic Nephropathy Prevention"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086079142&doi=10.1016%2fj.ssci.2020.104862&partnerID=40&md5=37cc194879961ae26b6053d76cd15df3","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084844722&doi=10.1016%2fj.mehy.2020.109846&partnerID=40&md5=29fabe6b8f082adfd2c606b21e6f32ba","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084959240&doi=10.1016%2fj.scitotenv.2020.139652&partnerID=40&md5=36d96a43293fbb09e250b00b23241b90","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085246860&doi=10.1016%2fj.scitotenv.2020.139487&partnerID=40&md5=91a9cccd43c46d0e82cf2014b607d50c","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085243323&doi=10.1016%2fj.scitotenv.2020.139612&partnerID=40&md5=d13b4b26c109379d265c084af216b5a8","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085362543&doi=10.1016%2fj.scitotenv.2020.139631&partnerID=40&md5=d007e5d582e2301af643682a78d85641","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085839844&doi=10.1016%2fj.bios.2020.112316&partnerID=40&md5=8e7e754aca62d6e9538634fe507d06a0","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085180959&doi=10.1016%2fj.scitotenv.2020.139560&partnerID=40&md5=f987ce48e6ea850c94aa851d10deab60","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085965714&doi=10.1016%2fj.omtm.2020.05.013&partnerID=40&md5=4b1a4768b3fc48e7a3c4a726a47947c9","Cell Press"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084657498&doi=10.1016%2fj.scitotenv.2020.139278&partnerID=40&md5=497607770d4e3f6b385f3da22f9e4001","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085539772&doi=10.1212%2fNXI.0000000000000789&partnerID=40&md5=b8f48b53949605d7c9faf7bbe957c681","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083443858&doi=10.1016%2fj.meegid.2020.104327&partnerID=40&md5=8aae5252a8bee61a8606e15163e679c0","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085068285&doi=10.1016%2fj.ajoc.2020.100735&partnerID=40&md5=a8f24e3a04430da4b0b7a2637c0350a5","Elsevier Inc"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085770987&doi=10.1016%2fj.phrs.2020.104960&partnerID=40&md5=a9e569bfe5289528929c69d773b6487f","Academic Press"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084511183&doi=10.1016%2fj.scitotenv.2020.139356&partnerID=40&md5=858d1f631e5c759fbda362c4abd737fa","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086086560&doi=10.1016%2fj.msard.2020.102250&partnerID=40&md5=dd2fe95775fdc360194912fd6bde0823","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086116361&doi=10.1016%2fj.msard.2020.102249&partnerID=40&md5=4672db751e54d7ddf02be3120a9cf955","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084357636&doi=10.1016%2fj.mehy.2020.109815&partnerID=40&md5=d272a7c59f51ece96c1278f0c8e1a9e3","Churchill Livingstone"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086097048&doi=10.1016%2fj.amjoto.2020.102573&partnerID=40&md5=d5b5da63e893b418ac10408a7b84a71c","W.B. Saunders"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085578842&doi=10.1016%2fj.cca.2020.05.044&partnerID=40&md5=6282f7ac2f3e803d61e3b0b58775e5fd","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085338257&doi=10.1016%2fj.jor.2020.05.016&partnerID=40&md5=474cb1035c7e2f98b75bdc501b0569d3","Reed Elsevier India Pvt. Ltd."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084436656&doi=10.1016%2fj.scitotenv.2020.139358&partnerID=40&md5=cfcba945e09fa091cd5f7f264da60864","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085006917&doi=10.1016%2fj.virusres.2020.198034&partnerID=40&md5=158be12bc99abbe06925602b1e2e4aaf","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086125064&doi=10.1016%2fj.oraloncology.2020.104844&partnerID=40&md5=24c4ea7763f3964a269565ccb51dc9a0","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086066090&doi=10.1016%2fj.chaos.2020.109941&partnerID=40&md5=5477faa62e0c2f4f1c54f2b0abd77d35","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085730800&doi=10.1016%2fj.chaos.2020.109947&partnerID=40&md5=85f9406666154702d168ea02d507fef1","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086121488&doi=10.1016%2fj.lfs.2020.117883&partnerID=40&md5=a9e049a58fa3ddf3f3e650fdab3b86d3","Elsevier Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086090723&doi=10.1016%2fj.ijchy.2020.100034&partnerID=40&md5=dcabf61f64749814a08bc2ba4830f3cb","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085612326&doi=10.1016%2fj.npbr.2020.05.008&partnerID=40&md5=8700fb390ac085341fab4b28d56f0290","Elsevier GmbH"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616838&doi=10.1016%2fj.meegid.2020.104351&partnerID=40&md5=1c953628b0b9d24524420cbd1281049f","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086020267&doi=10.1016%2fj.lfs.2020.117905&partnerID=40&md5=f02736b3ac518225a643a622ab3d41dc","Elsevier Inc."
