"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085155682&doi=10.1038%2fs41467-020-16505-0&partnerID=40&md5=5d6597474d137f9cefe6d6589d1fd256"",""DNA"	 immune response	 immunization	 vaccine	 viral disease	 Cavia	 Coronavirus	 Mus	 SARS coronavirus	 angiotensin converting enzyme 2	 coronavirus spike glycoprotein	 COVID-19 vaccine	 dipeptidyl carboxypeptidase	 DNA vaccine	 immunoglobulin G	 neutralizing antibody	 spike protein, SARS-CoV-2	 virus antigen	 virus vaccine	 animal	 animal model	 Bagg albino mouse	" immune response; immunization; vaccine; viral disease; Cavia; Coronavirus; Mus; SARS coronavirus; angiotensin converting enzyme 2; coronavirus spike glycoprotein; COVID-19 vaccine; dipeptidyl carboxypeptidase; DNA vaccine; immunoglobulin G; neutralizing antibody; spike protein, SARS-CoV-2; virus antigen; virus vaccine; animal; animal model"	 Coronavirus infection	 epitope mapping	 guinea pig	 humoral immunity	 immunology	 lung	 metabolism	 Middle East respiratory syndrome coronavirus	 mouse	 Animals	 Antibodies, Neutralizing	 Antigens, Viral	 Coronavirus Infections	 Epitope Mapping	 Guinea Pigs	 Immunity, Humoral	 Immunoglobulin G	 Lung	 Mice	 Mice, Inbred BALB C	 Middle East Respiratory Syndrome Coronavirus	 Models, Animal	 Peptidyl-Dipeptidase A	 Spike Glycoprotein, Coronavirus	 Vaccines, DNA	" Viral Vaccines"""																																																																																																																																																																																						
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085874948&doi=10.1038%2fs41467-020-16638-2&partnerID=40&md5=fa73f83e1ef836eaf10cb286a7f900d1"",""epitope"	 glycoprotein	 glycoprotein S	 immunoglobulin G	 neutralizing antibody	 unclassified drug	 virus spike protein	 antibody	 bioassay	 cell	 chemical binding	 design	 immune system	 peptide	 protein	 vaccine	 viral disease	 virus	 antibody titer	 Article	 binding affinity	 bioinformatics	" glycoprotein; glycoprotein S; immunoglobulin G; neutralizing antibody; unclassified drug; virus spike protein; antibody; bioassay; cell; chemical binding; design; immune system; peptide; protein; vaccine; viral disease; virus; antibody titer; Article; binding affinity"	 controlled study	 convalescence	 coronavirus disease 2019	 enzyme linked immunosorbent assay	 HEK293T cell line	 human	 human cell	 IC50	 Lentivirus	 luciferase assay	 peptide library	 receptor binding	 Severe acute respiratory syndrome coronavirus 2	 vaccination	 virus neutralization	 Coronavirus	" SARS coronavirus"""																																																																																																																																																																																															
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083865811&doi=10.1080%2f22221751.2020.1756699&partnerID=40&md5=4fa9f2465b7a104b9927cb94fdf62ead"",""virus RNA"	 adolescent	 adult	 aged	 Betacoronavirus	 child	 Coronavirus infection	 disease exacerbation	 female	 genetics	 human	 immunology	 laboratory technique	 male	 middle aged	 pandemic	 pathophysiology	 polymerase chain reaction	 procedures	 serology	 time factor	 virus pneumonia	" adolescent; adult; aged; Betacoronavirus; child; Coronavirus infection; disease exacerbation; female; genetics; human; immunology; laboratory technique; male; middle aged; pandemic; pathophysiology; polymerase chain reaction; procedures; serology; time factor"	 Adult	 Aged	 Betacoronavirus	 Child	 Clinical Laboratory Techniques	 Coronavirus Infections	 Disease Progression	 Female	 Humans	 Male	 Middle Aged	 Pandemics	 Pneumonia, Viral	 Polymerase Chain Reaction	 RNA, Viral	 Serologic Tests	" Time Factors"""																																																																																																																																																																																															
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085999957&doi=10.1186%2fs13089-020-00177-4&partnerID=40&md5=28b4280b8a2b5bb9a40491d32772feb0"",""coronavirus disease 2019"	 echocardiography	 end stage renal disease	 hemodialysis	 hemodialysis patient	 human	 inferior cava vein	 lung examination	 pandemic	 point of care ultrasound	 priority journal	" Review"""											" echocardiography; end stage renal disease; hemodialysis; hemodialysis patient; human; inferior cava vein; lung examination; pandemic; point of care ultrasound; priority journal; Review"";;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084721221&doi=10.1007%2fs12038-020-00040-7&partnerID=40&md5=cbe2bc39485b6b20eb72cc6a6038e21d"",""adenovirus vector"	 angiotensin converting enzyme 2	 BCG vaccine	 DNA vaccine	 inactivated vaccine	 ino 4800	 live vaccine	 measles vaccine	 mRNA 1273	 nanoparticle	 neutralizing antibody	 nonreplicating viral vector	 replicating viral vector	 RNA vaccine	 unclassified drug	 virus spike protein	 virus vector	 coronavirus spike glycoprotein	 COVID-19 vaccine	 DNA vaccine	 spike protein, SARS-CoV-2	 virus vaccine	" angiotensin converting enzyme 2; BCG vaccine; DNA vaccine; inactivated vaccine; ino 4800; live vaccine; measles vaccine; mRNA 1273; nanoparticle; neutralizing antibody; nonreplicating viral vector; replicating viral vector; RNA vaccine; unclassified drug; virus spike protein; virus vector; coronavirus spike glycoprotein; COVID-19 vaccine; DNA vaccine; spike protein, SARS-CoV-2"	 disease control	 disease transmission	 immune response	 infectious disease	 vaccine	 viral disease	 adaptive immunity	 antibody production	 cell adhesion	 coronavirus disease 2019	 drug design	 drug formulation	 drug targeting	 gene sequence	 global health	 human	 nonhuman	 pandemic	 Review	 Severe acute respiratory syndrome coronavirus 2	 vaccination	 vaccine production	 virus cell interaction	 virus genome	 virus like agent	 virus replication	 animal	 chemistry	 Coronavirus infection	 immunology	 pandemic	 protein domain	 protein subunit	 virology	 virus pneumonia	 Coronavirus	 RNA viruses	 SARS coronavirus	 Animals	 Coronavirus Infections	 Drug Design	 Humans	 Pandemics	 Pneumonia, Viral	 Protein Domains	 Protein Subunits	 Spike Glycoprotein, Coronavirus	 Vaccines, DNA	" Viral Vaccines"""																																																																																																																																																															
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086339842&doi=10.22516%2f25007440.539&partnerID=40&md5=993ec316f0ef211d8132779be0a189dc"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082511797&doi=10.1038%2fs41467-020-15562-9&partnerID=40&md5=7ed64e5c303510c7a615303017c29eaa"",""angiotensin converting enzyme 2"	 apilimod	 bafilomycin	 cathepsin L	 coronavirus spike glycoprotein	 neutralizing antibody	 polyclonal antibody	 trypsin	 virus antibody	 virus vaccine	 calcium channel	 cathepsin	 coronavirus spike glycoprotein	 dipeptidyl carboxypeptidase	 phosphatidylinositol 3 kinase	 PIKFYVE protein, human	 S protein, severe acute respiratory syndrome coronavirus	 spike glycoprotein, COVID-19 virus	 TPCN2 protein, human	 virus receptor	 amino acid sequence	 amino terminal sequence	" apilimod; bafilomycin; cathepsin L; coronavirus spike glycoprotein; neutralizing antibody; polyclonal antibody; trypsin; virus antibody; virus vaccine; calcium channel; cathepsin; coronavirus spike glycoprotein; dipeptidyl carboxypeptidase; phosphatidylinositol 3 kinase; PIKFYVE protein, human; S protein, severe acute respiratory syndrome coronavirus; spike glycoprotein, COVID-19 virus; TPCN2 protein, human; virus receptor; amino acid sequence"	 Article	 BHK cell line	 cell fusion	 cell viability	 controlled study	 convalescence	 coronavirus disease 2019	 cross reaction	 endocytosis	 female	 human	 human cell	 immunoreactivity	 Middle East respiratory syndrome coronavirus	 nonhuman	 protein expression	 SARS coronavirus	 severe acute respiratory syndrome	 Severe acute respiratory syndrome coronavirus 2	 Vesiculovirus	 virion	 virus entry	 virus inhibition	 virus neutralization	 Betacoronavirus	 chemistry	 Coronavirus infection	 cross reaction	 giant cell	 HEK293 cell line	 immunology	 metabolism	 pandemic	 physiology	 protein domain	 protein multimerization	 SARS coronavirus	 serodiagnosis	 virus pneumonia	 SARS coronavirus	 Antibodies, Viral	 Betacoronavirus	 Broadly Neutralizing Antibodies	 Calcium Channels	 Cathepsin L	 Cathepsins	 Cell Fusion	 Coronavirus Infections	 Cross Reactions	 Endocytosis	 Giant Cells	 HEK293 Cells	 Humans	 Neutralization Tests	 Pandemics	 Peptidyl-Dipeptidase A	 Phosphatidylinositol 3-Kinases	 Pneumonia, Viral	 Protein Domains	 Protein Multimerization	 Receptors, Virus	 SARS Virus	 Severe Acute Respiratory Syndrome	 Spike Glycoprotein, Coronavirus	 Trypsin	" Virus Internalization"""																																																																																																																																														
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086323581&doi=10.22516%2f25007440.537&partnerID=40&md5=eb321f7aa46a9da9bb9cad3072efd98d"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085635646&doi=10.1038%2fs41392-020-0191-1&partnerID=40&md5=6feb728ff9108980a95b877b15c50cca"",""angiotensin converting enzyme 2"	 antivirus agent	 coronavirus spike glycoprotein	 cytokine	 dipeptidyl carboxypeptidase	 spike protein, SARS-CoV-2	 toll like receptor	 adaptive immunity	 Betacoronavirus	 Coronavirus infection	 disease exacerbation	 drug effect	 gene expression regulation	 genetics	 host pathogen interaction	 human	 immunology	 innate immunity	 intestine flora	 molecularly targeted therapy	 pandemic	 pathogenicity	" antivirus agent; coronavirus spike glycoprotein; cytokine; dipeptidyl carboxypeptidase; spike protein, SARS-CoV-2; toll like receptor; adaptive immunity; Betacoronavirus; Coronavirus infection; disease exacerbation; drug effect; gene expression regulation; genetics; host pathogen interaction; human; immunology; innate immunity; intestine flora; molecularly targeted therapy; pandemic"	 T lymphocyte	 virology	 virus pneumonia	 Adaptive Immunity	 Antiviral Agents	 Betacoronavirus	 Coronavirus Infections	 Cytokines	 Disease Progression	 Gastrointestinal Microbiome	 Gene Expression Regulation	 Host-Pathogen Interactions	 Humans	 Immunity, Innate	 Molecular Targeted Therapy	 Pandemics	 Peptidyl-Dipeptidase A	 Pneumonia, Viral	 Signal Transduction	 Spike Glycoprotein, Coronavirus	 T-Lymphocytes	" Toll-Like Receptors"""																																																																																																																																																																																										
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086328357&doi=10.22516%2f25007440.535&partnerID=40&md5=287650e052d8da975fa345a869e066a5"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084272669&doi=10.1080%2f22221751.2020.1760145&partnerID=40&md5=6522a06fe9c4a797f40d954356e23b75"",""antimalarial agent"	 antirheumatic agent	 antivirus agent	 hydroxychloroquine	 Betacoronavirus	 clinical trial (topic)	 Coronavirus infection	 drug effect	 human	 interdisciplinary communication	 pandemic	 rheumatologist	 virus pneumonia	 Antimalarials	 Antirheumatic Agents	 Antiviral Agents	 Betacoronavirus	 Clinical Trials as Topic	 Coronavirus Infections	 Humans	 Hydroxychloroquine	 Interdisciplinary Communication	" antirheumatic agent; antivirus agent; hydroxychloroquine; Betacoronavirus; clinical trial (topic); Coronavirus infection; drug effect; human; interdisciplinary communication; pandemic; rheumatologist; virus pneumonia; Antimalarials; Antirheumatic Agents; Antiviral Agents; Betacoronavirus; Clinical Trials as Topic; Coronavirus Infections; Humans; Hydroxychloroquine"	 Pneumonia, Viral	" Rheumatologists"""																																																																																																																																																																																																														
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085688865&doi=10.1038%2fs41467-020-16670-2&partnerID=40&md5=1f17ba9b347eafb74933c55b06094f7f"",""virus envelope protein"	 air sampling	 atmospheric pollution	 detection method	 infectivity	 particle size	 virus	 adult	 aged	 air pollution	 air sampling	 airborne infection isolation room	 Article	 cleaning	 clinical article	 controlled study	 coronavirus disease 2019	 cross-sectional study	 female	 hospital	 human	 intensive care unit	" air sampling; atmospheric pollution; detection method; infectivity; particle size; virus; adult; aged; air pollution; air sampling; airborne infection isolation room; Article; cleaning; clinical article; controlled study; coronavirus disease 2019; cross-sectional study; female; hospital; human"	 particle size	 real time polymerase chain reaction	 Severe acute respiratory syndrome coronavirus 2	 viral contamination	 virus detection	" SARS coronavirus"""																																																																																																																																																																																																										
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086233687&doi=10.1007%2fs12041-020-01217-7&partnerID=40&md5=63d939dd104d905612fc1432e0e4db38"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084705806&doi=10.1186%2fs10397-020-01070-7&partnerID=40&md5=e36c193c27f6b3f632265177d1beadff"",""aerosol"	 cauterization	 coronavirus disease 2019	 Editorial	 female genital tract cancer	 gynecologic surgery	 human	 laparoscopic surgery	 laparoscopy	 minimally invasive surgery	 open surgery	 particle size	 practice guideline	 Severe acute respiratory syndrome coronavirus 2	 viral contamination	" virus transmission"""							" cauterization; coronavirus disease 2019; Editorial; female genital tract cancer; gynecologic surgery; human; laparoscopic surgery; laparoscopy; minimally invasive surgery; open surgery; particle size; practice guideline; Severe acute respiratory syndrome coronavirus 2; viral contamination; virus transmission"";;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085530102&doi=10.1038%2fs41420-020-0275-2&partnerID=40&md5=5d946ce35b82f2c717317313db442a1b"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086237812&doi=10.1186%2fs13570-020-00173-2&partnerID=40&md5=abc14831e80fe887912e179c802eed74"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086338401&doi=10.22516%2f25007440.536&partnerID=40&md5=1847b58f3a252c2a690378b4c9bee892"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085392753&doi=10.1016%2fj.ribaf.2020.101249&partnerID=40&md5=cbfb3d466660d5c3450d60077f70ccb4"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085509165&doi=10.29333%2fejgm%2f8244&partnerID=40&md5=f3852d8c175ce5b976b26e25bc1859e3"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085525629&doi=10.1186%2fs40634-020-00255-5&partnerID=40&md5=62733f14332540b16072ef0a64729cca"",""disease severity"	 elective surgery	 fracture	 hand washing	 health care availability	 health care quality	 hospital admission	 human	 joint mobility	 lung infection	 microbial contamination	 mortality	 orthopedic surgeon	 pandemic	 perioperative period	 physiotherapy	 postoperative period	 prevalence	 priority journal	 quarantine	 real time polymerase chain reaction	 replacement arthroplasty	" elective surgery; fracture; hand washing; health care availability; health care quality; hospital admission; human; joint mobility; lung infection; microbial contamination; mortality; orthopedic surgeon; pandemic; perioperative period; physiotherapy; postoperative period; prevalence; priority journal; quarantine; real time polymerase chain reaction"	 respiration control	 Review	 Severe acute respiratory syndrome coronavirus 2	 spine surgery	 sputum analysis	 telerehabilitation	 tenotomy	" virus transmission"""																																																																																																																																																																																																								
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086325614&doi=10.22516%2f25007440.532&partnerID=40&md5=7b2136a046a88b3f607bfeef2c89b8b5"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084272328&doi=10.1080%2f22221751.2020.1760146&partnerID=40&md5=ffd3c89c42d4917f99dcaa917e56d97b"",""biological model"	 Coronavirus infection	 human	 pandemic	 United States	 virus pneumonia	 Coronavirus Infections	 Humans	 Models, Biological	 Pandemics	 Pneumonia, Viral	" United States"""											" Coronavirus infection; human; pandemic; United States; virus pneumonia; Coronavirus Infections; Humans; Models, Biological; Pandemics; Pneumonia, Viral; United States"";;;;;;;;;"																																																																																																																																																																																																																
