"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082511797&doi=10.1038%2fs41467-020-15562-9&partnerID=40&md5=7ed64e5c303510c7a615303017c29eaa"",""NHC Key laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, 100176, China"	 Institute of Medicinal Plant Development (IMPLAD), Chinese Academy of Medical Sciences (CAMS) and Peking Union Medical Collage (PUMC), 151 Malianwa Road North, Haidian District, Beijing, 100193, China	" Hengshui Third People’s Hospital, Heibei, China"""																																																																																											
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086323581&doi=10.22516%2f25007440.537&partnerID=40&md5=eb321f7aa46a9da9bb9cad3072efd98d"",""Unidad de Gastroenterología, Coordinador de la Clínica de Enfermedad Inflamatoria Intestinal, Hospital Pablo Tobón Uribe, Medellín, Colombia"""																																																																																													
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085635646&doi=10.1038%2fs41392-020-0191-1&partnerID=40&md5=6feb728ff9108980a95b877b15c50cca"",""Department of Drug Sciences (Pharmacology Section), University of Pavia, V.le Taramelli 14, Pavia, 27100, Italy"	 Scuola Universitaria Superiore IUSS Pavia, P.zza Vittoria, 15, Pavia, 27100, Italy	" Laboratory of Toxicology, Department of Environmental and Political Sciences, Università Degli Studi di Milano, Via Balzaretti 9, Milano, 20133, Italy"""																																																																																											
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086328357&doi=10.22516%2f25007440.535&partnerID=40&md5=287650e052d8da975fa345a869e066a5"",""Médica internista, Fundación Santa Fe de Bogotá, Bogotá, Colombia"	 Médico internista, gastroenterólogo, Fundación Santa Fe de Bogotá, Bogotá, Colombia	" Médica internista y hepatóloga, Fundación Santa Fe de Bogotá, Bogotá, Colombia"""																																																																																											
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084272669&doi=10.1080%2f22221751.2020.1760145&partnerID=40&md5=6522a06fe9c4a797f40d954356e23b75"",""Department of Rheumatology, First Affiliated Hospital of Nanjing Medical University, Nanjing, China"	" Department of Imaging & Pathology, Faculty of Medicine, KU Leuven, Belgium"""																																																																																												
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085688865&doi=10.1038%2fs41467-020-16670-2&partnerID=40&md5=1f17ba9b347eafb74933c55b06094f7f"",""National Centre for Infectious Diseases, Singapore, Singapore"	 Tan Tock Seng Hospital, Singapore, Singapore	 Lee Kong Chian School of Medicine, Nanyang Technological University, Singapore, Singapore	 Duke-NUS Medical School, National University of Singapore, Singapore, Singapore	 DSO National Laboratories, Singapore, Singapore	 Maryland Institute for Applied Environmental Health, University of Maryland School of Public Health, College Park, MD, United States	 School of Medicine and Global Health Institute, Duke University, Durham, NC, United States	 Global Health Research Center, Duke Kunshan University, Kunshan, China	 Singapore Centre for Environmental Life Sciences Engineering, Nanyang Technological University, Singapore, Singapore	" Yong Loo Lin School of Medicine, National University of Singapore, Singapore, Singapore"""																																																																																				
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086233687&doi=10.1007%2fs12041-020-01217-7&partnerID=40&md5=63d939dd104d905612fc1432e0e4db38"",""Department of Human Genetics and Molecular Medicine, School of Health Sciences, Central University of Punjab, Bathinda, 151 001, India"	" Department of Biochemistry, School of Basic and Applied Sciences, Central University of Punjab, Bathinda, 151 001, India"""																																																																																												
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084705806&doi=10.1186%2fs10397-020-01070-7&partnerID=40&md5=e36c193c27f6b3f632265177d1beadff"",""Department of Surgical Sciences, Division of Gynecology and Obstetrics, University of Cagliari, Monserrato, Italy"""																																																																																													
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085530102&doi=10.1038%2fs41420-020-0275-2&partnerID=40&md5=5d946ce35b82f2c717317313db442a1b"",""Tor Vergata University Hospital, Rome, Italy"	 Department of Experimental Medicine, University of Tor Vergata, Rome, Italy	 Department of System Medicine, University of Tor Vergata, Rome, Italy	 IFCC Emerging Technologies Division, Milan, Italy	" Department of Surgical Sciences, University of Tor Vergata, Rome, Italy"""																																																																																									
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086237812&doi=10.1186%2fs13570-020-00173-2&partnerID=40&md5=abc14831e80fe887912e179c802eed74"",""Department of Environmental Management, College of Agricultural and Environmental Science, Makerere University, P.O. Box 7062, Kampala, Uganda"	 Training and Community Development, Regional Universities Forum for Capacity Building in Agriculture, P.O. Box 16811, Wandegeya, Kampala, Uganda	 College of Agriculture and Environmental Sciences, Haramaya University, P.O. Box 282, Dire Dawa, Ethiopia	" College of Veterinary Medicine, Animal Resources and Biosecurity, Makerere University, P.O. Box 7062, Kampala, Uganda"""																																																																																										
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086338401&doi=10.22516%2f25007440.536&partnerID=40&md5=1847b58f3a252c2a690378b4c9bee892"",""Especialista en cirugía general, gastroenterología y endoscopia digestiva, Servicio de Gastroenterologí Hospital Central de la Policía (HOCEN), Bogotá, Colombia"	 Especialista en medicina interna. Residente de segunda especialización en gastroenterología, Universidad Nacional de Colombia. Servicio de Gastroenterología, Hospital Central de la Policía (HOCEN), Bogotá, Colombia	 Especialista en medicina interna, cuidado crítico e intensivo, y gastroenterología, Servicio de Gastroenterología, Hospital Central de la Policía (HOCEN), Bogotá, Colombia	 Especialista en medicina interna y gastroenterologíServicio de Gastroenterología, Hospital Central de lPolicía (HOCEN), Bogotá, Colombia	 Especialista en cirugía general, gastrointestinal y endoscopia digestiva, Servicio de Gastroenterologí Hospital Central de la Policía (HOCEN), Bogotá, Colombia	 Especialista en medicina familiar. Servicio de Gastroenterología, Hospital Central de la Policía (HOCEN), Bogotá, Colombia	" Médica general. Servicio de Gastroenterología, Hospital Central de la Policía (HOCEN). Bogotá, Colombia"""																																																																																							
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085392753&doi=10.1016%2fj.ribaf.2020.101249&partnerID=40&md5=cbfb3d466660d5c3450d60077f70ccb4"",""School of Finance, Jiangxi University of Finance and Economics, Nanchang, 330013, China"""																																																																																													
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085509165&doi=10.29333%2fejgm%2f8244&partnerID=40&md5=f3852d8c175ce5b976b26e25bc1859e3"",""Ribeirão Preto Medical School, University of São Paulo, Ribeirão Preto, Brazil"	 Modestum Ltd, United Kingdom	" Department of Neuroscience, Rehabilitation, Ophthalmology, Genetics, Maternal and Child Health, University of Genova-Campus of Savona, Savona, Italy"""																																																																																											
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085525629&doi=10.1186%2fs40634-020-00255-5&partnerID=40&md5=62733f14332540b16072ef0a64729cca"",""Department of Orthopaedic and Trauma Surgery, Campus Bio-Medico University of Rome, Via Alvaro del Portillo 200, Rome, 00128, Italy"""																																																																																													
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086325614&doi=10.22516%2f25007440.532&partnerID=40&md5=7b2136a046a88b3f607bfeef2c89b8b5"",""Clínica Palermo Gastroadvanced IPS, Universidad El Bosque, Bogotá, Colombia"	 Clínica Palermo-Gastroadvanced IPS, Fundación Valle del Lili, Universidad El Bosque, Bogotá, Colombia	 Universidad de Cartagena, presidente de la Asociación Colombiana de Gastroenterología, Cartagena, Colombia	 Grupo de inmunología celular y molecular (InmuBo), Universidad El Bosque, Colombia	" Hospital Militar Central, Universidad Militar Nueva Granada, Grupo de Inmunología Clínica Aplicada, Bogotá, Colombia"""																																																																																									
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084272328&doi=10.1080%2f22221751.2020.1760146&partnerID=40&md5=ffd3c89c42d4917f99dcaa917e56d97b"",""Applied NanoFemto Technologies, LLC, MA, Lowell, United States"	" Department of Medicine, University of Massachusetts Medical School, MA, Worcester, United States"""																																																																																												
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084438050&doi=10.1038%2fs41392-020-0178-y&partnerID=40&md5=9e977458798c80a035e67ba95a6d50d9"",""Department of Obstetrics and Gynecology, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, Anhui  230001, China"	" Laboratory of Structural Immunology, CAS Key Laboratory of Innate Immunity and Chronic Disease, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, Anhui  230027, China"""																																																																																												
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084241090&doi=10.1038%2fs41597-020-0477-8&partnerID=40&md5=74281b0ca0322212e3f6e967ab0eae11"",""Luxembourg Centre for Systems Biomedicine, University of Luxembourg, Belvaux, Luxembourg"	 Ontario Institute for Cancer Research, Toronto, Canada	 College of Pharmacy and Health Sciences, St. John’s University, Queens, NY, United States	 Institut Curie, PSL Research University, Mines Paris Tech, Inserm, Paris, France	 Department of Biology, Univ. Évry, University of Paris-Saclay, Genopole, Évry, 91025, France	 European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, United Kingdom	 Institute of Data Science and Biotechnology, Gladstone Institutes, San Francisco, United States	 Department of Bioinformatics-BiGCaT, NUTRIM, Maastricht University, Maastricht, Netherlands	 Maastricht Centre for Systems Biology, Maastricht University, Maastricht, Netherlands	 Helmholtz Zentrum München, Institute of Computational Biology, Neuherberg, Germany	 Center for Mathematics, Technische Universität München, Garching, Germany	 Faculty of Mathematics and Natural Sciences, University of Bonn, Bonn, Germany	 University of Konstanz, Department of Computer and Information Science, Konstanz, Germany	 Monash University, Faculty of Information Technology, Melbourne, Australia	 Computational Systems Biology of Infection and Antimicrobial-Resistant Pathogens, Institute for Bioinformatics and Medical Informatics (IBMI), University of Tübingen, Tübingen, 72076, Germany	 Department of Computer Science, University of Tübingen, Tübingen, 72076, Germany	 German Center for Infection Research (DZIF), partner site, Tübingen, Germany	 Department of Molecular and Medical Genetics, School of Medicine, Oregon Health & Science University, Portland, United States	 Department of Systems Biology & Bioinformatics, University of Rostock, Rostock, Germany	 Stellenbosch Institute of Advanced Study (STIAS), Wallenberg Research Centre at Stellenbosch University, Stellenbosch, 7602, South Africa	 Research Programme on Biomedical Informatics, Hospital del Mar Medical Research Institute, Department of Experimental and Health Sciences, Pompeu Fabra University, Barcelona, Spain	 Clinical Bioinformatics Area, Fundación Progreso y Salud. Hosp. Virgen del Rocío, Sevilla, Spain	 Bioinformatics in Rare Diseases. Centro de Investigación Biomédica en Red de Enfermedades Raras, Fundación Progreso y Salud, Hosp. Virgen del Rocío, Sevilla, Spain	 INB-ELIXIR-es, FPS, Hospital Virgen del Rocío, Sevilla, 42013, Spain	 Institute of Biomedicine of Seville (IBIS), Hospital Virgen del Rocio, Sevilla, 41013, Spain	 HIV, Inflammation and Persistence Unit, Virology Department, Institut Pasteur, Paris, France	 Dipartimento di Epidemiologia Ricerca Pre-Clinica e Diagnostica Avanzata, National Institute for Infectious Diseases “Lazzaro Spallanzani” I.R.C.C.S., Rome, Italy	 COVID 19 INMI Network Medicine for IDs Study Group, National Institute for Infectious Diseases “Lazzaro Spallanzani” I.R.C.C.S., Rome, Italy	 Barcelona Supercomputer Center (BSC), Barcelona, Spain	 Institucio Catalana de Recerca I Estudis Avançats (ICREA), Barcelona, Spain	 Department of Biosciences and Informatics, Keio University, Yokohama, Kanagawa, Japan	 The Systems Biology Institute, Shinagawa, Tokyo, Japan	 Okinawa Institute of Science and Technology Graduate University, Kunigami, Okinawa, Japan	 Sony Computer Science Laboratories, Inc., Tokyo, Japan	 European Institute for Systems Biology and Medicine (EISBM), Vourles, France	" Bio Sorbonne Paris Cité, Université de Paris, Paris, France"""																																																										
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083682263&doi=10.1186%2fs13089-020-00171-w&partnerID=40&md5=c4b76729c46bb8d1afeba1e72f282460"",""Emergency Medicine, San Luigi Gonzaga University Hospital, Turin, Italy"	" Institute of Clinical Physiology, National Research Council, Pisa, Italy"""																																																																																												
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086297761&doi=10.1080%2f22221751.2020.1766383&partnerID=40&md5=345895c74b7df62089c13cce23c359fe"",""Shanghai Public Health Clinical Center, Fudan UniversityShanghai, China"	 Shanghai Zhongshan Hospital, Fudan UniversityShanghai, China	 TB CenterShanghai, China	" Vanderbilt University School of Medicine, Nashville, TN, United States"""																																																																																										
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084197208&doi=10.1038%2fs41421-020-0168-9&partnerID=40&md5=adc4686d2f1035d58949d4ac3effc7b2"",""National Center for Liver Cancer, Second Military Medical University, Shanghai, 200438, China"	 State Key Laboratory of Ophthalmology, Zhongshan Ophthalmic Center, Sun Yat-sen University, Guangzhou, 510060, China	 Department of Respiratory and Critical Care Medicine, Changzheng Hospital, Second Military Medical University, Shanghai, 200003, China	 Department of Critical Care, Wuhan Huoshenshan Hospital, Wuhan, Hubei  430113, China	 Department of Critical Care, Wuhan Hankou Hospital, Wuhan, Hubei  430000, China	 Laboratory of Vaccine and Antibody Engineering, Beijing Institute of Biotechnology, Beijing, 100071, China	 GrandOmics Diagnosis Co. Ltd., Wuhan, Hubei  430014, China	 Berry Genomics Co. Ltd., Beijing, 102206, China	 Eastern Hepatobiliary Surgery Hospital, Second Military Medical University, Shanghai, 200438, China	" Ministry of Education (MOE) Key Laboratory of Signaling Regulation and Targeting Therapy of Liver Cancer, Second Military Medical University, Shanghai, 200433, China"""																																																																																				
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085583169&doi=10.29333%2fejgm%2f7892&partnerID=40&md5=419f328c47a793519642d00d4dd03d03"",""Department of Microbiology & Immunology, College of Medicine, University of Baghdad, Baghdad, Iraq"""																																																																																													
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086318690&doi=10.22516%2f25007440.552&partnerID=40&md5=9f036bc862254831e27b8a9384fce8fd"",""Los Cobos Medical Center, Universidad El Bosque, Bogotá, Colombia"	 Los Cobos Medical Center, Universidad El Bosque, Universidad de los Andes, Bogotá, Colombia	 Universidad El Bosque, RAS – American College of Surgeons, Chicago, IL, United States	 Los Cobos Medical Center, Bogotá, Colombia	" Departamento de Medicina Interna, Los Cobos Medical Center, Bogotá, Colombia"""																																																																																									
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085530684&doi=10.29333%2fejgm%2f7895&partnerID=40&md5=26f942a19d4e094aa19e46d84b143565"",""Department of Disease Control and Environmental Health, Makerere University School of Public Health, Uganda"	 Department of Primary and Interdisciplinary care, University of Antwerp, Belgium	" Social Medicine and Global Health, Department of Clinical Sciences, Lund University, Malmö, Sweden"""																																																																																											
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085471844&doi=10.1038%2fs41541-020-0193-6&partnerID=40&md5=71817327ed4cb3ec4d5caf560d4a0973"",""PATH, 2201 Westlake Avenue, Suite 200, Seattle, WA  98121, United States"""																																																																																													
